event, ALock, AThread
acquire, 2030538903, 1006094903
acquire, 2030538903, 1006094903
Sum is :45
release, 2030538903, 1006094903
release, 2030538903, 1006094903
release, 2030538903, 1006094903
release, 2030538903, 1006094903
release, 2030538903, 1006094903
Thread Thread_I#3#9 SUCCEEDED:Lock Lock_I#3#9 is accuqired and released equivalent times
end, , 1006094903
begin, , 1052195003
acquire, 2030538903, 1052195003
acquire, 2030538903, 1052195003
acquire, 2030538903, 1052195003
acquire, 2030538903, 1052195003
acquire, 2030538903, 1052195003
Sum is :0
release, 2030538903, 1052195003
release, 2030538903, 1052195003
release, 2030538903, 1052195003
release, 2030538903, 1052195003
release, 2030538903, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#9 is accuqired and released equivalent times
end, , 1052195003
begin, , 1293680848
acquire, 1261153343, 1293680848
acquire, 1261153343, 1293680848
acquire, 1261153343, 1293680848
acquire, 1261153343, 1293680848
acquire, 1261153343, 1293680848
Sum is :55
release, 1261153343, 1293680848
release, 1261153343, 1293680848
release, 1261153343, 1293680848
release, 1261153343, 1293680848
release, 1261153343, 1293680848
Thread Thread_I#3#10 SUCCEEDED:Lock Lock_I#3#10 is accuqired and released equivalent times
end, , 1293680848
begin, , 511707818
acquire, 1261153343, 511707818
acquire, 1261153343, 511707818
acquire, 1261153343, 511707818
acquire, 1261153343, 511707818
acquire, 1261153343, 511707818
Sum is :1
release, 1261153343, 511707818
release, 1261153343, 511707818
release, 1261153343, 511707818
release, 1261153343, 511707818
release, 1261153343, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#10 is accuqired and released equivalent times
end, , 511707818
begin, , 1309176095
acquire, 198099809, 1309176095
acquire, 198099809, 1309176095
acquire, 198099809, 1309176095
acquire, 198099809, 1309176095
acquire, 198099809, 1309176095
Sum is :66
release, 198099809, 1309176095
release, 198099809, 1309176095
release, 198099809, 1309176095
release, 198099809, 1309176095
release, 198099809, 1309176095
Thread Thread_I#3#11 SUCCEEDED:Lock Lock_I#3#11 is accuqired and released equivalent times
end, , 1309176095
begin, , 25536233
acquire, 198099809, 25536233
acquire, 198099809, 25536233
acquire, 198099809, 25536233
acquire, 198099809, 25536233
acquire, 198099809, 25536233
Sum is :3
release, 198099809, 25536233
release, 198099809, 25536233
release, 198099809, 25536233
release, 198099809, 25536233
release, 198099809, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#11 is accuqired and released equivalent times
end, , 25536233
begin, , 645482568
acquire, 807752428, 645482568
acquire, 807752428, 645482568
acquire, 807752428, 645482568
acquire, 807752428, 645482568
acquire, 807752428, 645482568
Sum is :78
release, 807752428, 645482568
release, 807752428, 645482568
release, 807752428, 645482568
release, 807752428, 645482568
release, 807752428, 645482568
Thread Thread_I#3#12 SUCCEEDED:Lock Lock_I#3#12 is accuqired and released equivalent times
end, , 645482568
begin, , 1052195003
acquire, 807752428, 1052195003
acquire, 807752428, 1052195003
acquire, 807752428, 1052195003
acquire, 807752428, 1052195003
acquire, 807752428, 1052195003
Sum is :0
release, 807752428, 1052195003
release, 807752428, 1052195003
release, 807752428, 1052195003
release, 807752428, 1052195003
release, 807752428, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#12 is accuqired and released equivalent times
end, , 1052195003
begin, , 1026055550
acquire, 1073763441, 1026055550
acquire, 1073763441, 1026055550
acquire, 1073763441, 1026055550
acquire, 1073763441, 1026055550
acquire, 1073763441, 1026055550
Sum is :91
release, 1073763441, 1026055550
release, 1073763441, 1026055550
release, 1073763441, 1026055550
release, 1073763441, 1026055550
release, 1073763441, 1026055550
Thread Thread_I#3#13 SUCCEEDED:Lock Lock_I#3#13 is accuqired and released equivalent times
end, , 1026055550
begin, , 511707818
acquire, 1073763441, 511707818
acquire, 1073763441, 511707818
acquire, 1073763441, 511707818
acquire, 1073763441, 511707818
acquire, 1073763441, 511707818
Sum is :1
release, 1073763441, 511707818
release, 1073763441, 511707818
release, 1073763441, 511707818
release, 1073763441, 511707818
release, 1073763441, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#13 is accuqired and released equivalent times
end, , 511707818
begin, , 752316209
acquire, 914356853, 752316209
acquire, 914356853, 752316209
acquire, 914356853, 752316209
acquire, 914356853, 752316209
acquire, 914356853, 752316209
Sum is :105
release, 914356853, 752316209
release, 914356853, 752316209
release, 914356853, 752316209
release, 914356853, 752316209
release, 914356853, 752316209
Thread Thread_I#3#14 SUCCEEDED:Lock Lock_I#3#14 is accuqired and released equivalent times
end, , 752316209
begin, , 25536233
acquire, 914356853, 25536233
acquire, 914356853, 25536233
acquire, 914356853, 25536233
acquire, 914356853, 25536233
acquire, 914356853, 25536233
Sum is :3
release, 914356853, 25536233
release, 914356853, 25536233
release, 914356853, 25536233
release, 914356853, 25536233
release, 914356853, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#14 is accuqired and released equivalent times
end, , 25536233
begin, , 1229161065
acquire, 195228908, 1229161065
acquire, 195228908, 1229161065
acquire, 195228908, 1229161065
acquire, 195228908, 1229161065
acquire, 195228908, 1229161065
Sum is :120
release, 195228908, 1229161065
release, 195228908, 1229161065
release, 195228908, 1229161065
release, 195228908, 1229161065
release, 195228908, 1229161065
Thread Thread_I#3#15 SUCCEEDED:Lock Lock_I#3#15 is accuqired and released equivalent times
end, , 1229161065
begin, , 1052195003
acquire, 195228908, 1052195003
acquire, 195228908, 1052195003
acquire, 195228908, 1052195003
acquire, 195228908, 1052195003
acquire, 195228908, 1052195003
Sum is :0
release, 195228908, 1052195003
release, 195228908, 1052195003
release, 195228908, 1052195003
release, 195228908, 1052195003
release, 195228908, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#15 is accuqired and released equivalent times
end, , 1052195003
begin, , 471579726
acquire, 1442726378, 471579726
acquire, 1442726378, 471579726
acquire, 1442726378, 471579726
acquire, 1442726378, 471579726
acquire, 1442726378, 471579726
Sum is :136
release, 1442726378, 471579726
release, 1442726378, 471579726
release, 1442726378, 471579726
release, 1442726378, 471579726
release, 1442726378, 471579726
Thread Thread_I#3#16 SUCCEEDED:Lock Lock_I#3#16 is accuqired and released equivalent times
end, , 471579726
begin, , 511707818
acquire, 1442726378, 511707818
acquire, 1442726378, 511707818
acquire, 1442726378, 511707818
acquire, 1442726378, 511707818
acquire, 1442726378, 511707818
Sum is :1
release, 1442726378, 511707818
release, 1442726378, 511707818
release, 1442726378, 511707818
release, 1442726378, 511707818
release, 1442726378, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#16 is accuqired and released equivalent times
end, , 511707818
begin, , 16503286
acquire, 484589713, 16503286
acquire, 484589713, 16503286
acquire, 484589713, 16503286
acquire, 484589713, 16503286
acquire, 484589713, 16503286
Sum is :153
release, 484589713, 16503286
release, 484589713, 16503286
release, 484589713, 16503286
release, 484589713, 16503286
release, 484589713, 16503286
Thread Thread_I#3#17 SUCCEEDED:Lock Lock_I#3#17 is accuqired and released equivalent times
end, , 16503286
begin, , 25536233
acquire, 484589713, 25536233
acquire, 484589713, 25536233
acquire, 484589713, 25536233
acquire, 484589713, 25536233
acquire, 484589713, 25536233
Sum is :3
release, 484589713, 25536233
release, 484589713, 25536233
release, 484589713, 25536233
release, 484589713, 25536233
release, 484589713, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#17 is accuqired and released equivalent times
end, , 25536233
begin, , 1574598287
acquire, 2056031695, 1574598287
acquire, 2056031695, 1574598287
acquire, 2056031695, 1574598287
acquire, 2056031695, 1574598287
acquire, 2056031695, 1574598287
Sum is :171
release, 2056031695, 1574598287
release, 2056031695, 1574598287
release, 2056031695, 1574598287
release, 2056031695, 1574598287
release, 2056031695, 1574598287
Thread Thread_I#3#18 SUCCEEDED:Lock Lock_I#3#18 is accuqired and released equivalent times
end, , 1574598287
begin, , 1052195003
acquire, 2056031695, 1052195003
acquire, 2056031695, 1052195003
acquire, 2056031695, 1052195003
acquire, 2056031695, 1052195003
acquire, 2056031695, 1052195003
Sum is :0
release, 2056031695, 1052195003
release, 2056031695, 1052195003
release, 2056031695, 1052195003
release, 2056031695, 1052195003
release, 2056031695, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#18 is accuqired and released equivalent times
end, , 1052195003
begin, , 606508809
acquire, 718187988, 606508809
acquire, 718187988, 606508809
acquire, 718187988, 606508809
acquire, 718187988, 606508809
acquire, 718187988, 606508809
Sum is :190
release, 718187988, 606508809
release, 718187988, 606508809
release, 718187988, 606508809
release, 718187988, 606508809
release, 718187988, 606508809
Thread Thread_I#3#19 SUCCEEDED:Lock Lock_I#3#19 is accuqired and released equivalent times
end, , 606508809
begin, , 511707818
acquire, 718187988, 511707818
acquire, 718187988, 511707818
acquire, 718187988, 511707818
acquire, 718187988, 511707818
acquire, 718187988, 511707818
Sum is :1
release, 718187988, 511707818
release, 718187988, 511707818
release, 718187988, 511707818
release, 718187988, 511707818
release, 718187988, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#19 is accuqired and released equivalent times
end, , 511707818
begin, , 615438348
acquire, 978508707, 615438348
acquire, 978508707, 615438348
acquire, 978508707, 615438348
acquire, 978508707, 615438348
acquire, 978508707, 615438348
Sum is :210
release, 978508707, 615438348
release, 978508707, 615438348
release, 978508707, 615438348
release, 978508707, 615438348
release, 978508707, 615438348
Thread Thread_I#3#20 SUCCEEDED:Lock Lock_I#3#20 is accuqired and released equivalent times
end, , 615438348
begin, , 25536233
acquire, 978508707, 25536233
acquire, 978508707, 25536233
acquire, 978508707, 25536233
acquire, 978508707, 25536233
acquire, 978508707, 25536233
Sum is :3
release, 978508707, 25536233
release, 978508707, 25536233
release, 978508707, 25536233
release, 978508707, 25536233
release, 978508707, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#20 is accuqired and released equivalent times
end, , 25536233
begin, , 710708543
acquire, 1965237677, 710708543
acquire, 1965237677, 710708543
acquire, 1965237677, 710708543
acquire, 1965237677, 710708543
acquire, 1965237677, 710708543
Sum is :231
release, 1965237677, 710708543
release, 1965237677, 710708543
release, 1965237677, 710708543
release, 1965237677, 710708543
release, 1965237677, 710708543
Thread Thread_I#3#21 SUCCEEDED:Lock Lock_I#3#21 is accuqired and released equivalent times
end, , 710708543
begin, , 1052195003
acquire, 1965237677, 1052195003
acquire, 1965237677, 1052195003
acquire, 1965237677, 1052195003
acquire, 1965237677, 1052195003
acquire, 1965237677, 1052195003
Sum is :0
release, 1965237677, 1052195003
release, 1965237677, 1052195003
release, 1965237677, 1052195003
release, 1965237677, 1052195003
release, 1965237677, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#21 is accuqired and released equivalent times
end, , 1052195003
begin, , 664792509
acquire, 188523822, 664792509
acquire, 188523822, 664792509
acquire, 188523822, 664792509
acquire, 188523822, 664792509
acquire, 188523822, 664792509
Sum is :253
release, 188523822, 664792509
release, 188523822, 664792509
release, 188523822, 664792509
release, 188523822, 664792509
release, 188523822, 664792509
Thread Thread_I#3#22 SUCCEEDED:Lock Lock_I#3#22 is accuqired and released equivalent times
end, , 664792509
begin, , 511707818
acquire, 188523822, 511707818
acquire, 188523822, 511707818
acquire, 188523822, 511707818
acquire, 188523822, 511707818
acquire, 188523822, 511707818
Sum is :1
release, 188523822, 511707818
release, 188523822, 511707818
release, 188523822, 511707818
release, 188523822, 511707818
release, 188523822, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#22 is accuqired and released equivalent times
end, , 511707818
begin, , 1170727939
acquire, 690339675, 1170727939
acquire, 690339675, 1170727939
acquire, 690339675, 1170727939
acquire, 690339675, 1170727939
acquire, 690339675, 1170727939
Sum is :276
release, 690339675, 1170727939
release, 690339675, 1170727939
release, 690339675, 1170727939
release, 690339675, 1170727939
release, 690339675, 1170727939
Thread Thread_I#3#23 SUCCEEDED:Lock Lock_I#3#23 is accuqired and released equivalent times
end, , 1170727939
begin, , 25536233
acquire, 690339675, 25536233
acquire, 690339675, 25536233
acquire, 690339675, 25536233
acquire, 690339675, 25536233
acquire, 690339675, 25536233
Sum is :3
release, 690339675, 25536233
release, 690339675, 25536233
release, 690339675, 25536233
release, 690339675, 25536233
release, 690339675, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#23 is accuqired and released equivalent times
end, , 25536233
begin, , 1896828359
acquire, 536122141, 1896828359
acquire, 536122141, 1896828359
acquire, 536122141, 1896828359
acquire, 536122141, 1896828359
acquire, 536122141, 1896828359
Sum is :300
release, 536122141, 1896828359
release, 536122141, 1896828359
release, 536122141, 1896828359
release, 536122141, 1896828359
release, 536122141, 1896828359
Thread Thread_I#3#24 SUCCEEDED:Lock Lock_I#3#24 is accuqired and released equivalent times
end, , 1896828359
begin, , 1052195003
acquire, 536122141, 1052195003
acquire, 536122141, 1052195003
acquire, 536122141, 1052195003
acquire, 536122141, 1052195003
acquire, 536122141, 1052195003
Sum is :0
release, 536122141, 1052195003
release, 536122141, 1052195003
release, 536122141, 1052195003
release, 536122141, 1052195003
release, 536122141, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#24 is accuqired and released equivalent times
end, , 1052195003
begin, , 1709804316
acquire, 1630678941, 1709804316
acquire, 1630678941, 1709804316
acquire, 1630678941, 1709804316
acquire, 1630678941, 1709804316
acquire, 1630678941, 1709804316
Sum is :325
release, 1630678941, 1709804316
release, 1630678941, 1709804316
release, 1630678941, 1709804316
release, 1630678941, 1709804316
release, 1630678941, 1709804316
Thread Thread_I#3#25 SUCCEEDED:Lock Lock_I#3#25 is accuqired and released equivalent times
end, , 1709804316
begin, , 511707818
acquire, 1630678941, 511707818
acquire, 1630678941, 511707818
acquire, 1630678941, 511707818
acquire, 1630678941, 511707818
acquire, 1630678941, 511707818
Sum is :1
release, 1630678941, 511707818
release, 1630678941, 511707818
release, 1630678941, 511707818
release, 1630678941, 511707818
release, 1630678941, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#25 is accuqired and released equivalent times
end, , 511707818
begin, , 1792550665
acquire, 1359953204, 1792550665
acquire, 1359953204, 1792550665
acquire, 1359953204, 1792550665
acquire, 1359953204, 1792550665
acquire, 1359953204, 1792550665
Sum is :351
release, 1359953204, 1792550665
release, 1359953204, 1792550665
release, 1359953204, 1792550665
release, 1359953204, 1792550665
release, 1359953204, 1792550665
Thread Thread_I#3#26 SUCCEEDED:Lock Lock_I#3#26 is accuqired and released equivalent times
end, , 1792550665
begin, , 25536233
acquire, 1359953204, 25536233
acquire, 1359953204, 25536233
acquire, 1359953204, 25536233
acquire, 1359953204, 25536233
acquire, 1359953204, 25536233
Sum is :3
release, 1359953204, 25536233
release, 1359953204, 25536233
release, 1359953204, 25536233
release, 1359953204, 25536233
release, 1359953204, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#26 is accuqired and released equivalent times
end, , 25536233
begin, , 2014838114
acquire, 136936250, 2014838114
acquire, 136936250, 2014838114
acquire, 136936250, 2014838114
acquire, 136936250, 2014838114
acquire, 136936250, 2014838114
Sum is :378
release, 136936250, 2014838114
release, 136936250, 2014838114
release, 136936250, 2014838114
release, 136936250, 2014838114
release, 136936250, 2014838114
Thread Thread_I#3#27 SUCCEEDED:Lock Lock_I#3#27 is accuqired and released equivalent times
end, , 2014838114
begin, , 1052195003
acquire, 136936250, 1052195003
acquire, 136936250, 1052195003
acquire, 136936250, 1052195003
acquire, 136936250, 1052195003
acquire, 136936250, 1052195003
Sum is :0
release, 136936250, 1052195003
release, 136936250, 1052195003
release, 136936250, 1052195003
release, 136936250, 1052195003
release, 136936250, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#27 is accuqired and released equivalent times
end, , 1052195003
begin, , 593687897
acquire, 187472540, 593687897
acquire, 187472540, 593687897
acquire, 187472540, 593687897
acquire, 187472540, 593687897
acquire, 187472540, 593687897
Sum is :406
release, 187472540, 593687897
release, 187472540, 593687897
release, 187472540, 593687897
release, 187472540, 593687897
release, 187472540, 593687897
Thread Thread_I#3#28 SUCCEEDED:Lock Lock_I#3#28 is accuqired and released equivalent times
end, , 593687897
begin, , 511707818
acquire, 187472540, 511707818
acquire, 187472540, 511707818
acquire, 187472540, 511707818
acquire, 187472540, 511707818
acquire, 187472540, 511707818
Sum is :1
release, 187472540, 511707818
release, 187472540, 511707818
release, 187472540, 511707818
release, 187472540, 511707818
release, 187472540, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#28 is accuqired and released equivalent times
end, , 511707818
begin, , 1276611190
acquire, 262457445, 1276611190
acquire, 262457445, 1276611190
acquire, 262457445, 1276611190
acquire, 262457445, 1276611190
acquire, 262457445, 1276611190
Sum is :435
release, 262457445, 1276611190
release, 262457445, 1276611190
release, 262457445, 1276611190
release, 262457445, 1276611190
release, 262457445, 1276611190
Thread Thread_I#3#29 SUCCEEDED:Lock Lock_I#3#29 is accuqired and released equivalent times
end, , 1276611190
begin, , 25536233
acquire, 262457445, 25536233
acquire, 262457445, 25536233
acquire, 262457445, 25536233
acquire, 262457445, 25536233
acquire, 262457445, 25536233
Sum is :3
release, 262457445, 25536233
release, 262457445, 25536233
release, 262457445, 25536233
release, 262457445, 25536233
release, 262457445, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#29 is accuqired and released equivalent times
end, , 25536233
begin, , 1004023029
acquire, 1414506856, 1004023029
acquire, 1414506856, 1004023029
acquire, 1414506856, 1004023029
acquire, 1414506856, 1004023029
acquire, 1414506856, 1004023029
Sum is :465
release, 1414506856, 1004023029
release, 1414506856, 1004023029
release, 1414506856, 1004023029
release, 1414506856, 1004023029
release, 1414506856, 1004023029
Thread Thread_I#3#30 SUCCEEDED:Lock Lock_I#3#30 is accuqired and released equivalent times
end, , 1004023029
begin, , 1052195003
acquire, 1414506856, 1052195003
acquire, 1414506856, 1052195003
acquire, 1414506856, 1052195003
acquire, 1414506856, 1052195003
acquire, 1414506856, 1052195003
Sum is :0
release, 1414506856, 1052195003
release, 1414506856, 1052195003
release, 1414506856, 1052195003
release, 1414506856, 1052195003
release, 1414506856, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#30 is accuqired and released equivalent times
end, , 1052195003
begin, , 612097453
acquire, 221634215, 612097453
acquire, 221634215, 612097453
acquire, 221634215, 612097453
acquire, 221634215, 612097453
acquire, 221634215, 612097453
Sum is :496
release, 221634215, 612097453
release, 221634215, 612097453
release, 221634215, 612097453
release, 221634215, 612097453
release, 221634215, 612097453
Thread Thread_I#3#31 SUCCEEDED:Lock Lock_I#3#31 is accuqired and released equivalent times
end, , 612097453
begin, , 511707818
acquire, 221634215, 511707818
acquire, 221634215, 511707818
acquire, 221634215, 511707818
acquire, 221634215, 511707818
acquire, 221634215, 511707818
Sum is :1
release, 221634215, 511707818
release, 221634215, 511707818
release, 221634215, 511707818
release, 221634215, 511707818
release, 221634215, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#31 is accuqired and released equivalent times
end, , 511707818
begin, , 2003891312
acquire, 1583159071, 2003891312
acquire, 1583159071, 2003891312
acquire, 1583159071, 2003891312
acquire, 1583159071, 2003891312
acquire, 1583159071, 2003891312
Sum is :528
release, 1583159071, 2003891312
release, 1583159071, 2003891312
release, 1583159071, 2003891312
release, 1583159071, 2003891312
release, 1583159071, 2003891312
Thread Thread_I#3#32 SUCCEEDED:Lock Lock_I#3#32 is accuqired and released equivalent times
end, , 2003891312
begin, , 25536233
acquire, 1583159071, 25536233
acquire, 1583159071, 25536233
acquire, 1583159071, 25536233
acquire, 1583159071, 25536233
acquire, 1583159071, 25536233
Sum is :3
release, 1583159071, 25536233
release, 1583159071, 25536233
release, 1583159071, 25536233
release, 1583159071, 25536233
release, 1583159071, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#32 is accuqired and released equivalent times
end, , 25536233
begin, , 607207372
acquire, 131206411, 607207372
acquire, 131206411, 607207372
acquire, 131206411, 607207372
acquire, 131206411, 607207372
acquire, 131206411, 607207372
Sum is :561
release, 131206411, 607207372
release, 131206411, 607207372
release, 131206411, 607207372
release, 131206411, 607207372
release, 131206411, 607207372
Thread Thread_I#3#33 SUCCEEDED:Lock Lock_I#3#33 is accuqired and released equivalent times
end, , 607207372
begin, , 1052195003
acquire, 131206411, 1052195003
acquire, 131206411, 1052195003
acquire, 131206411, 1052195003
acquire, 131206411, 1052195003
acquire, 131206411, 1052195003
Sum is :0
release, 131206411, 1052195003
release, 131206411, 1052195003
release, 131206411, 1052195003
release, 131206411, 1052195003
release, 131206411, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#33 is accuqired and released equivalent times
end, , 1052195003
begin, , 2012330741
acquire, 1101184763, 2012330741
acquire, 1101184763, 2012330741
acquire, 1101184763, 2012330741
acquire, 1101184763, 2012330741
acquire, 1101184763, 2012330741
Sum is :595
release, 1101184763, 2012330741
release, 1101184763, 2012330741
release, 1101184763, 2012330741
release, 1101184763, 2012330741
release, 1101184763, 2012330741
Thread Thread_I#3#34 SUCCEEDED:Lock Lock_I#3#34 is accuqired and released equivalent times
end, , 2012330741
begin, , 511707818
acquire, 1101184763, 511707818
acquire, 1101184763, 511707818
acquire, 1101184763, 511707818
acquire, 1101184763, 511707818
acquire, 1101184763, 511707818
Sum is :1
release, 1101184763, 511707818
release, 1101184763, 511707818
release, 1101184763, 511707818
release, 1101184763, 511707818
release, 1101184763, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#34 is accuqired and released equivalent times
end, , 511707818
begin, , 1816147548
acquire, 2079179914, 1816147548
acquire, 2079179914, 1816147548
acquire, 2079179914, 1816147548
acquire, 2079179914, 1816147548
acquire, 2079179914, 1816147548
Sum is :630
release, 2079179914, 1816147548
release, 2079179914, 1816147548
release, 2079179914, 1816147548
release, 2079179914, 1816147548
release, 2079179914, 1816147548
Thread Thread_I#3#35 SUCCEEDED:Lock Lock_I#3#35 is accuqired and released equivalent times
end, , 1816147548
begin, , 25536233
acquire, 2079179914, 25536233
acquire, 2079179914, 25536233
acquire, 2079179914, 25536233
acquire, 2079179914, 25536233
acquire, 2079179914, 25536233
Sum is :3
release, 2079179914, 25536233
release, 2079179914, 25536233
release, 2079179914, 25536233
release, 2079179914, 25536233
release, 2079179914, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#35 is accuqired and released equivalent times
end, , 25536233
begin, , 20049680
acquire, 1437654187, 20049680
acquire, 1437654187, 20049680
acquire, 1437654187, 20049680
acquire, 1437654187, 20049680
acquire, 1437654187, 20049680
Sum is :666
release, 1437654187, 20049680
release, 1437654187, 20049680
release, 1437654187, 20049680
release, 1437654187, 20049680
release, 1437654187, 20049680
Thread Thread_I#3#36 SUCCEEDED:Lock Lock_I#3#36 is accuqired and released equivalent times
end, , 20049680
begin, , 1052195003
acquire, 1437654187, 1052195003
acquire, 1437654187, 1052195003
acquire, 1437654187, 1052195003
acquire, 1437654187, 1052195003
acquire, 1437654187, 1052195003
Sum is :0
release, 1437654187, 1052195003
release, 1437654187, 1052195003
release, 1437654187, 1052195003
release, 1437654187, 1052195003
release, 1437654187, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#36 is accuqired and released equivalent times
end, , 1052195003
begin, , 951050903
acquire, 770947228, 951050903
acquire, 770947228, 951050903
acquire, 770947228, 951050903
acquire, 770947228, 951050903
acquire, 770947228, 951050903
Sum is :703
release, 770947228, 951050903
release, 770947228, 951050903
release, 770947228, 951050903
release, 770947228, 951050903
release, 770947228, 951050903
Thread Thread_I#3#37 SUCCEEDED:Lock Lock_I#3#37 is accuqired and released equivalent times
end, , 951050903
begin, , 511707818
acquire, 770947228, 511707818
acquire, 770947228, 511707818
acquire, 770947228, 511707818
acquire, 770947228, 511707818
acquire, 770947228, 511707818
Sum is :1
release, 770947228, 511707818
release, 770947228, 511707818
release, 770947228, 511707818
release, 770947228, 511707818
release, 770947228, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#37 is accuqired and released equivalent times
end, , 511707818
begin, , 590646109
acquire, 1882349076, 590646109
acquire, 1882349076, 590646109
acquire, 1882349076, 590646109
acquire, 1882349076, 590646109
acquire, 1882349076, 590646109
Sum is :741
release, 1882349076, 590646109
release, 1882349076, 590646109
release, 1882349076, 590646109
release, 1882349076, 590646109
release, 1882349076, 590646109
Thread Thread_I#3#38 SUCCEEDED:Lock Lock_I#3#38 is accuqired and released equivalent times
end, , 590646109
begin, , 25536233
acquire, 1882349076, 25536233
acquire, 1882349076, 25536233
acquire, 1882349076, 25536233
acquire, 1882349076, 25536233
acquire, 1882349076, 25536233
Sum is :3
release, 1882349076, 25536233
release, 1882349076, 25536233
release, 1882349076, 25536233
release, 1882349076, 25536233
release, 1882349076, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#38 is accuqired and released equivalent times
end, , 25536233
begin, , 936292831
acquire, 130668770, 936292831
acquire, 130668770, 936292831
acquire, 130668770, 936292831
acquire, 130668770, 936292831
acquire, 130668770, 936292831
Sum is :780
release, 130668770, 936292831
release, 130668770, 936292831
release, 130668770, 936292831
release, 130668770, 936292831
release, 130668770, 936292831
Thread Thread_I#3#39 SUCCEEDED:Lock Lock_I#3#39 is accuqired and released equivalent times
end, , 936292831
begin, , 1052195003
acquire, 130668770, 1052195003
acquire, 130668770, 1052195003
acquire, 130668770, 1052195003
acquire, 130668770, 1052195003
acquire, 130668770, 1052195003
Sum is :0
release, 130668770, 1052195003
release, 130668770, 1052195003
release, 130668770, 1052195003
release, 130668770, 1052195003
release, 130668770, 1052195003
Thread Thread_O#3#0 SUCCEEDED:Lock Lock_I#3#39 is accuqired and released equivalent times
end, , 1052195003
begin, , 2151717
acquire, 1644231115, 2151717
acquire, 1644231115, 2151717
acquire, 1644231115, 2151717
acquire, 1644231115, 2151717
acquire, 1644231115, 2151717
Sum is :820
release, 1644231115, 2151717
release, 1644231115, 2151717
release, 1644231115, 2151717
release, 1644231115, 2151717
release, 1644231115, 2151717
Thread Thread_I#3#40 SUCCEEDED:Lock Lock_I#3#40 is accuqired and released equivalent times
end, , 2151717
begin, , 511707818
acquire, 1644231115, 511707818
acquire, 1644231115, 511707818
acquire, 1644231115, 511707818
acquire, 1644231115, 511707818
acquire, 1644231115, 511707818
Sum is :1
release, 1644231115, 511707818
release, 1644231115, 511707818
release, 1644231115, 511707818
release, 1644231115, 511707818
release, 1644231115, 511707818
Thread Thread_O#3#1 SUCCEEDED:Lock Lock_I#3#40 is accuqired and released equivalent times
end, , 511707818
begin, , 537066525
acquire, 1766145591, 537066525
acquire, 1766145591, 537066525
acquire, 1766145591, 537066525
acquire, 1766145591, 537066525
acquire, 1766145591, 537066525
Sum is :861
release, 1766145591, 537066525
release, 1766145591, 537066525
release, 1766145591, 537066525
release, 1766145591, 537066525
release, 1766145591, 537066525
Thread Thread_I#3#41 SUCCEEDED:Lock Lock_I#3#41 is accuqired and released equivalent times
end, , 537066525
begin, , 25536233
acquire, 1766145591, 25536233
acquire, 1766145591, 25536233
acquire, 1766145591, 25536233
acquire, 1766145591, 25536233
acquire, 1766145591, 25536233
Sum is :3
release, 1766145591, 25536233
release, 1766145591, 25536233
release, 1766145591, 25536233
release, 1766145591, 25536233
release, 1766145591, 25536233
Thread Thread_O#3#2 SUCCEEDED:Lock Lock_I#3#41 is accuqired and released equivalent times
end, , 25536233
begin, , 1867139015
acquire, 182531396, 1867139015
acquire, 182531396, 1867139015
acquire, 182531396, 1867139015
acquire, 182531396, 1867139015
