event, ALock, AThread
acquire, 1526970878, 1473205473
acquire, 1526970878, 1473205473
acquire, 1526970878, 1473205473
Sum is :3003
release, 1526970878, 1473205473
release, 1526970878, 1473205473
release, 1526970878, 1473205473
release, 1526970878, 1473205473
release, 1526970878, 1473205473
Thread Thread_I#5#77 SUCCEEDED:Lock Lock_I#5#77 is accuqired and released equivalent times
end, , 1473205473
begin, , 1353530305
acquire, 1526970878, 1353530305
acquire, 1526970878, 1353530305
acquire, 1526970878, 1353530305
acquire, 1526970878, 1353530305
acquire, 1526970878, 1353530305
Sum is :3
release, 1526970878, 1353530305
release, 1526970878, 1353530305
release, 1526970878, 1353530305
release, 1526970878, 1353530305
release, 1526970878, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#77 is accuqired and released equivalent times
end, , 1353530305
begin, , 936653983
acquire, 1128948651, 936653983
acquire, 1128948651, 936653983
acquire, 1128948651, 936653983
acquire, 1128948651, 936653983
acquire, 1128948651, 936653983
Sum is :3081
release, 1128948651, 936653983
release, 1128948651, 936653983
release, 1128948651, 936653983
release, 1128948651, 936653983
release, 1128948651, 936653983
Thread Thread_I#5#78 SUCCEEDED:Lock Lock_I#5#78 is accuqired and released equivalent times
end, , 936653983
begin, , 1217875525
acquire, 1128948651, 1217875525
acquire, 1128948651, 1217875525
acquire, 1128948651, 1217875525
acquire, 1128948651, 1217875525
acquire, 1128948651, 1217875525
Sum is :0
release, 1128948651, 1217875525
release, 1128948651, 1217875525
release, 1128948651, 1217875525
release, 1128948651, 1217875525
release, 1128948651, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#78 is accuqired and released equivalent times
end, , 1217875525
begin, , 1846501247
acquire, 671471369, 1846501247
acquire, 671471369, 1846501247
acquire, 671471369, 1846501247
acquire, 671471369, 1846501247
acquire, 671471369, 1846501247
Sum is :3160
release, 671471369, 1846501247
release, 671471369, 1846501247
release, 671471369, 1846501247
release, 671471369, 1846501247
release, 671471369, 1846501247
Thread Thread_I#5#79 SUCCEEDED:Lock Lock_I#5#79 is accuqired and released equivalent times
end, , 1846501247
begin, , 1813187653
acquire, 671471369, 1813187653
acquire, 671471369, 1813187653
acquire, 671471369, 1813187653
acquire, 671471369, 1813187653
acquire, 671471369, 1813187653
Sum is :1
release, 671471369, 1813187653
release, 671471369, 1813187653
release, 671471369, 1813187653
release, 671471369, 1813187653
release, 671471369, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#79 is accuqired and released equivalent times
end, , 1813187653
begin, , 1055096410
acquire, 782505238, 1055096410
acquire, 782505238, 1055096410
acquire, 782505238, 1055096410
acquire, 782505238, 1055096410
acquire, 782505238, 1055096410
Sum is :3240
release, 782505238, 1055096410
release, 782505238, 1055096410
release, 782505238, 1055096410
release, 782505238, 1055096410
release, 782505238, 1055096410
Thread Thread_I#5#80 SUCCEEDED:Lock Lock_I#5#80 is accuqired and released equivalent times
end, , 1055096410
begin, , 1353530305
acquire, 782505238, 1353530305
acquire, 782505238, 1353530305
acquire, 782505238, 1353530305
acquire, 782505238, 1353530305
acquire, 782505238, 1353530305
Sum is :3
release, 782505238, 1353530305
release, 782505238, 1353530305
release, 782505238, 1353530305
release, 782505238, 1353530305
release, 782505238, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#80 is accuqired and released equivalent times
end, , 1353530305
begin, , 977552154
acquire, 1014982340, 977552154
acquire, 1014982340, 977552154
acquire, 1014982340, 977552154
acquire, 1014982340, 977552154
acquire, 1014982340, 977552154
Sum is :3321
release, 1014982340, 977552154
release, 1014982340, 977552154
release, 1014982340, 977552154
release, 1014982340, 977552154
release, 1014982340, 977552154
Thread Thread_I#5#81 SUCCEEDED:Lock Lock_I#5#81 is accuqired and released equivalent times
end, , 977552154
begin, , 1217875525
acquire, 1014982340, 1217875525
acquire, 1014982340, 1217875525
acquire, 1014982340, 1217875525
acquire, 1014982340, 1217875525
acquire, 1014982340, 1217875525
Sum is :0
release, 1014982340, 1217875525
release, 1014982340, 1217875525
release, 1014982340, 1217875525
release, 1014982340, 1217875525
release, 1014982340, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#81 is accuqired and released equivalent times
end, , 1217875525
begin, , 424398527
acquire, 390689829, 424398527
acquire, 390689829, 424398527
acquire, 390689829, 424398527
acquire, 390689829, 424398527
acquire, 390689829, 424398527
Sum is :3403
release, 390689829, 424398527
release, 390689829, 424398527
release, 390689829, 424398527
release, 390689829, 424398527
release, 390689829, 424398527
Thread Thread_I#5#82 SUCCEEDED:Lock Lock_I#5#82 is accuqired and released equivalent times
end, , 424398527
begin, , 1813187653
acquire, 390689829, 1813187653
acquire, 390689829, 1813187653
acquire, 390689829, 1813187653
acquire, 390689829, 1813187653
acquire, 390689829, 1813187653
Sum is :1
release, 390689829, 1813187653
release, 390689829, 1813187653
release, 390689829, 1813187653
release, 390689829, 1813187653
release, 390689829, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#82 is accuqired and released equivalent times
end, , 1813187653
begin, , 252553541
acquire, 1208203046, 252553541
acquire, 1208203046, 252553541
acquire, 1208203046, 252553541
acquire, 1208203046, 252553541
acquire, 1208203046, 252553541
Sum is :3486
release, 1208203046, 252553541
release, 1208203046, 252553541
release, 1208203046, 252553541
release, 1208203046, 252553541
release, 1208203046, 252553541
Thread Thread_I#5#83 SUCCEEDED:Lock Lock_I#5#83 is accuqired and released equivalent times
end, , 252553541
begin, , 1353530305
acquire, 1208203046, 1353530305
acquire, 1208203046, 1353530305
acquire, 1208203046, 1353530305
acquire, 1208203046, 1353530305
acquire, 1208203046, 1353530305
Sum is :3
release, 1208203046, 1353530305
release, 1208203046, 1353530305
release, 1208203046, 1353530305
release, 1208203046, 1353530305
release, 1208203046, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#83 is accuqired and released equivalent times
end, , 1353530305
begin, , 268084911
acquire, 1406014249, 268084911
acquire, 1406014249, 268084911
acquire, 1406014249, 268084911
acquire, 1406014249, 268084911
acquire, 1406014249, 268084911
Sum is :3570
release, 1406014249, 268084911
release, 1406014249, 268084911
release, 1406014249, 268084911
release, 1406014249, 268084911
release, 1406014249, 268084911
Thread Thread_I#5#84 SUCCEEDED:Lock Lock_I#5#84 is accuqired and released equivalent times
end, , 268084911
begin, , 1217875525
acquire, 1406014249, 1217875525
acquire, 1406014249, 1217875525
acquire, 1406014249, 1217875525
acquire, 1406014249, 1217875525
acquire, 1406014249, 1217875525
Sum is :0
release, 1406014249, 1217875525
release, 1406014249, 1217875525
release, 1406014249, 1217875525
release, 1406014249, 1217875525
release, 1406014249, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#84 is accuqired and released equivalent times
end, , 1217875525
begin, , 829149076
acquire, 1678046232, 829149076
acquire, 1678046232, 829149076
acquire, 1678046232, 829149076
acquire, 1678046232, 829149076
acquire, 1678046232, 829149076
Sum is :3655
release, 1678046232, 829149076
release, 1678046232, 829149076
release, 1678046232, 829149076
release, 1678046232, 829149076
release, 1678046232, 829149076
Thread Thread_I#5#85 SUCCEEDED:Lock Lock_I#5#85 is accuqired and released equivalent times
end, , 829149076
begin, , 1813187653
acquire, 1678046232, 1813187653
acquire, 1678046232, 1813187653
acquire, 1678046232, 1813187653
acquire, 1678046232, 1813187653
acquire, 1678046232, 1813187653
Sum is :1
release, 1678046232, 1813187653
release, 1678046232, 1813187653
release, 1678046232, 1813187653
release, 1678046232, 1813187653
release, 1678046232, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#85 is accuqired and released equivalent times
end, , 1813187653
begin, , 1041365481
acquire, 501609049, 1041365481
acquire, 501609049, 1041365481
acquire, 501609049, 1041365481
acquire, 501609049, 1041365481
acquire, 501609049, 1041365481
Sum is :3741
release, 501609049, 1041365481
release, 501609049, 1041365481
release, 501609049, 1041365481
release, 501609049, 1041365481
release, 501609049, 1041365481
Thread Thread_I#5#86 SUCCEEDED:Lock Lock_I#5#86 is accuqired and released equivalent times
end, , 1041365481
begin, , 1353530305
acquire, 501609049, 1353530305
acquire, 501609049, 1353530305
acquire, 501609049, 1353530305
acquire, 501609049, 1353530305
acquire, 501609049, 1353530305
Sum is :3
release, 501609049, 1353530305
release, 501609049, 1353530305
release, 501609049, 1353530305
release, 501609049, 1353530305
release, 501609049, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#86 is accuqired and released equivalent times
end, , 1353530305
begin, , 1922930974
acquire, 838473569, 1922930974
acquire, 838473569, 1922930974
acquire, 838473569, 1922930974
acquire, 838473569, 1922930974
acquire, 838473569, 1922930974
Sum is :3828
release, 838473569, 1922930974
release, 838473569, 1922930974
release, 838473569, 1922930974
release, 838473569, 1922930974
release, 838473569, 1922930974
Thread Thread_I#5#87 SUCCEEDED:Lock Lock_I#5#87 is accuqired and released equivalent times
end, , 1922930974
begin, , 1217875525
acquire, 838473569, 1217875525
acquire, 838473569, 1217875525
acquire, 838473569, 1217875525
acquire, 838473569, 1217875525
acquire, 838473569, 1217875525
Sum is :0
release, 838473569, 1217875525
release, 838473569, 1217875525
release, 838473569, 1217875525
release, 838473569, 1217875525
release, 838473569, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#87 is accuqired and released equivalent times
end, , 1217875525
begin, , 9797126
acquire, 844112759, 9797126
acquire, 844112759, 9797126
acquire, 844112759, 9797126
acquire, 844112759, 9797126
acquire, 844112759, 9797126
Sum is :3916
release, 844112759, 9797126
release, 844112759, 9797126
release, 844112759, 9797126
release, 844112759, 9797126
release, 844112759, 9797126
Thread Thread_I#5#88 SUCCEEDED:Lock Lock_I#5#88 is accuqired and released equivalent times
end, , 9797126
begin, , 1813187653
acquire, 844112759, 1813187653
acquire, 844112759, 1813187653
acquire, 844112759, 1813187653
acquire, 844112759, 1813187653
acquire, 844112759, 1813187653
Sum is :1
release, 844112759, 1813187653
release, 844112759, 1813187653
release, 844112759, 1813187653
release, 844112759, 1813187653
release, 844112759, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#88 is accuqired and released equivalent times
end, , 1813187653
begin, , 739973450
acquire, 1304117943, 739973450
acquire, 1304117943, 739973450
acquire, 1304117943, 739973450
acquire, 1304117943, 739973450
acquire, 1304117943, 739973450
Sum is :4005
release, 1304117943, 739973450
release, 1304117943, 739973450
release, 1304117943, 739973450
release, 1304117943, 739973450
release, 1304117943, 739973450
Thread Thread_I#5#89 SUCCEEDED:Lock Lock_I#5#89 is accuqired and released equivalent times
end, , 739973450
begin, , 1353530305
acquire, 1304117943, 1353530305
acquire, 1304117943, 1353530305
acquire, 1304117943, 1353530305
acquire, 1304117943, 1353530305
acquire, 1304117943, 1353530305
Sum is :3
release, 1304117943, 1353530305
release, 1304117943, 1353530305
release, 1304117943, 1353530305
release, 1304117943, 1353530305
release, 1304117943, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#89 is accuqired and released equivalent times
end, , 1353530305
begin, , 1727361096
acquire, 1426963578, 1727361096
acquire, 1426963578, 1727361096
acquire, 1426963578, 1727361096
acquire, 1426963578, 1727361096
acquire, 1426963578, 1727361096
Sum is :4095
release, 1426963578, 1727361096
release, 1426963578, 1727361096
release, 1426963578, 1727361096
release, 1426963578, 1727361096
release, 1426963578, 1727361096
Thread Thread_I#5#90 SUCCEEDED:Lock Lock_I#5#90 is accuqired and released equivalent times
end, , 1727361096
begin, , 1217875525
acquire, 1426963578, 1217875525
acquire, 1426963578, 1217875525
acquire, 1426963578, 1217875525
acquire, 1426963578, 1217875525
acquire, 1426963578, 1217875525
Sum is :0
release, 1426963578, 1217875525
release, 1426963578, 1217875525
release, 1426963578, 1217875525
release, 1426963578, 1217875525
release, 1426963578, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#90 is accuqired and released equivalent times
end, , 1217875525
begin, , 556281560
acquire, 915500720, 556281560
acquire, 915500720, 556281560
acquire, 915500720, 556281560
acquire, 915500720, 556281560
acquire, 915500720, 556281560
Sum is :4186
release, 915500720, 556281560
release, 915500720, 556281560
release, 915500720, 556281560
release, 915500720, 556281560
release, 915500720, 556281560
Thread Thread_I#5#91 SUCCEEDED:Lock Lock_I#5#91 is accuqired and released equivalent times
end, , 556281560
begin, , 1813187653
acquire, 915500720, 1813187653
acquire, 915500720, 1813187653
acquire, 915500720, 1813187653
acquire, 915500720, 1813187653
acquire, 915500720, 1813187653
Sum is :1
release, 915500720, 1813187653
release, 915500720, 1813187653
release, 915500720, 1813187653
release, 915500720, 1813187653
release, 915500720, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#91 is accuqired and released equivalent times
end, , 1813187653
begin, , 2074820378
acquire, 1132307065, 2074820378
acquire, 1132307065, 2074820378
acquire, 1132307065, 2074820378
acquire, 1132307065, 2074820378
acquire, 1132307065, 2074820378
Sum is :4278
release, 1132307065, 2074820378
release, 1132307065, 2074820378
release, 1132307065, 2074820378
release, 1132307065, 2074820378
release, 1132307065, 2074820378
Thread Thread_I#5#92 SUCCEEDED:Lock Lock_I#5#92 is accuqired and released equivalent times
end, , 2074820378
begin, , 1353530305
acquire, 1132307065, 1353530305
acquire, 1132307065, 1353530305
acquire, 1132307065, 1353530305
acquire, 1132307065, 1353530305
acquire, 1132307065, 1353530305
Sum is :3
release, 1132307065, 1353530305
release, 1132307065, 1353530305
release, 1132307065, 1353530305
release, 1132307065, 1353530305
release, 1132307065, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#92 is accuqired and released equivalent times
end, , 1353530305
begin, , 599984672
acquire, 505021446, 599984672
acquire, 505021446, 599984672
acquire, 505021446, 599984672
acquire, 505021446, 599984672
acquire, 505021446, 599984672
Sum is :4371
release, 505021446, 599984672
release, 505021446, 599984672
release, 505021446, 599984672
release, 505021446, 599984672
release, 505021446, 599984672
Thread Thread_I#5#93 SUCCEEDED:Lock Lock_I#5#93 is accuqired and released equivalent times
end, , 599984672
begin, , 1217875525
acquire, 505021446, 1217875525
acquire, 505021446, 1217875525
acquire, 505021446, 1217875525
acquire, 505021446, 1217875525
acquire, 505021446, 1217875525
Sum is :0
release, 505021446, 1217875525
release, 505021446, 1217875525
release, 505021446, 1217875525
release, 505021446, 1217875525
release, 505021446, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#93 is accuqired and released equivalent times
end, , 1217875525
begin, , 1022081840
acquire, 313239742, 1022081840
acquire, 313239742, 1022081840
acquire, 313239742, 1022081840
acquire, 313239742, 1022081840
acquire, 313239742, 1022081840
Sum is :4465
release, 313239742, 1022081840
release, 313239742, 1022081840
release, 313239742, 1022081840
release, 313239742, 1022081840
release, 313239742, 1022081840
Thread Thread_I#5#94 SUCCEEDED:Lock Lock_I#5#94 is accuqired and released equivalent times
end, , 1022081840
begin, , 1813187653
acquire, 313239742, 1813187653
acquire, 313239742, 1813187653
acquire, 313239742, 1813187653
acquire, 313239742, 1813187653
acquire, 313239742, 1813187653
Sum is :1
release, 313239742, 1813187653
release, 313239742, 1813187653
release, 313239742, 1813187653
release, 313239742, 1813187653
release, 313239742, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#94 is accuqired and released equivalent times
end, , 1813187653
begin, , 688005825
acquire, 1744189907, 688005825
acquire, 1744189907, 688005825
acquire, 1744189907, 688005825
acquire, 1744189907, 688005825
acquire, 1744189907, 688005825
Sum is :4560
release, 1744189907, 688005825
release, 1744189907, 688005825
release, 1744189907, 688005825
release, 1744189907, 688005825
release, 1744189907, 688005825
Thread Thread_I#5#95 SUCCEEDED:Lock Lock_I#5#95 is accuqired and released equivalent times
end, , 688005825
begin, , 1353530305
acquire, 1744189907, 1353530305
acquire, 1744189907, 1353530305
acquire, 1744189907, 1353530305
acquire, 1744189907, 1353530305
acquire, 1744189907, 1353530305
Sum is :3
release, 1744189907, 1353530305
release, 1744189907, 1353530305
release, 1744189907, 1353530305
release, 1744189907, 1353530305
release, 1744189907, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#95 is accuqired and released equivalent times
end, , 1353530305
begin, , 103103526
acquire, 1225038340, 103103526
acquire, 1225038340, 103103526
acquire, 1225038340, 103103526
acquire, 1225038340, 103103526
acquire, 1225038340, 103103526
Sum is :4656
release, 1225038340, 103103526
release, 1225038340, 103103526
release, 1225038340, 103103526
release, 1225038340, 103103526
release, 1225038340, 103103526
Thread Thread_I#5#96 SUCCEEDED:Lock Lock_I#5#96 is accuqired and released equivalent times
end, , 103103526
begin, , 1217875525
acquire, 1225038340, 1217875525
acquire, 1225038340, 1217875525
acquire, 1225038340, 1217875525
acquire, 1225038340, 1217875525
acquire, 1225038340, 1217875525
Sum is :0
release, 1225038340, 1217875525
release, 1225038340, 1217875525
release, 1225038340, 1217875525
release, 1225038340, 1217875525
release, 1225038340, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#96 is accuqired and released equivalent times
end, , 1217875525
begin, , 1906879951
acquire, 658909832, 1906879951
acquire, 658909832, 1906879951
acquire, 658909832, 1906879951
acquire, 658909832, 1906879951
acquire, 658909832, 1906879951
Sum is :4753
release, 658909832, 1906879951
release, 658909832, 1906879951
release, 658909832, 1906879951
release, 658909832, 1906879951
release, 658909832, 1906879951
Thread Thread_I#5#97 SUCCEEDED:Lock Lock_I#5#97 is accuqired and released equivalent times
end, , 1906879951
begin, , 1813187653
acquire, 658909832, 1813187653
acquire, 658909832, 1813187653
acquire, 658909832, 1813187653
acquire, 658909832, 1813187653
acquire, 658909832, 1813187653
Sum is :1
release, 658909832, 1813187653
release, 658909832, 1813187653
release, 658909832, 1813187653
release, 658909832, 1813187653
release, 658909832, 1813187653
Thread Thread_O#5#1 SUCCEEDED:Lock Lock_I#5#97 is accuqired and released equivalent times
end, , 1813187653
begin, , 137225802
acquire, 1704237553, 137225802
acquire, 1704237553, 137225802
acquire, 1704237553, 137225802
acquire, 1704237553, 137225802
acquire, 1704237553, 137225802
Sum is :4851
release, 1704237553, 137225802
release, 1704237553, 137225802
release, 1704237553, 137225802
release, 1704237553, 137225802
release, 1704237553, 137225802
Thread Thread_I#5#98 SUCCEEDED:Lock Lock_I#5#98 is accuqired and released equivalent times
end, , 137225802
begin, , 1353530305
acquire, 1704237553, 1353530305
acquire, 1704237553, 1353530305
acquire, 1704237553, 1353530305
acquire, 1704237553, 1353530305
acquire, 1704237553, 1353530305
Sum is :3
release, 1704237553, 1353530305
release, 1704237553, 1353530305
release, 1704237553, 1353530305
release, 1704237553, 1353530305
release, 1704237553, 1353530305
Thread Thread_O#5#2 SUCCEEDED:Lock Lock_I#5#98 is accuqired and released equivalent times
end, , 1353530305
begin, , 1374066265
acquire, 1206051975, 1374066265
acquire, 1206051975, 1374066265
acquire, 1206051975, 1374066265
acquire, 1206051975, 1374066265
acquire, 1206051975, 1374066265
Sum is :4950
release, 1206051975, 1374066265
release, 1206051975, 1374066265
release, 1206051975, 1374066265
release, 1206051975, 1374066265
release, 1206051975, 1374066265
Thread Thread_I#5#99 SUCCEEDED:Lock Lock_I#5#99 is accuqired and released equivalent times
end, , 1374066265
begin, , 1217875525
acquire, 1206051975, 1217875525
acquire, 1206051975, 1217875525
acquire, 1206051975, 1217875525
acquire, 1206051975, 1217875525
acquire, 1206051975, 1217875525
Sum is :0
release, 1206051975, 1217875525
release, 1206051975, 1217875525
release, 1206051975, 1217875525
release, 1206051975, 1217875525
release, 1206051975, 1217875525
Thread Thread_O#5#0 SUCCEEDED:Lock Lock_I#5#99 is accuqired and released equivalent times
end, , 1217875525
begin, , 538592647
acquire, 1627396964, 538592647
acquire, 1627396964, 538592647
acquire, 1627396964, 538592647
acquire, 1627396964, 538592647
acquire, 1627396964, 538592647
Sum is :0
release, 1627396964, 538592647
release, 1627396964, 538592647
release, 1627396964, 538592647
release, 1627396964, 538592647
release, 1627396964, 538592647
Thread Thread_O#6#0 SUCCEEDED:Lock Lock_O#6 is accuqired and released equivalent times
end, , 538592647
begin, , 70323523
acquire, 1627396964, 70323523
acquire, 1627396964, 70323523
acquire, 1627396964, 70323523
acquire, 1627396964, 70323523
acquire, 1627396964, 70323523
Sum is :1
release, 1627396964, 70323523
release, 1627396964, 70323523
release, 1627396964, 70323523
release, 1627396964, 70323523
release, 1627396964, 70323523
Thread Thread_O#6#1 SUCCEEDED:Lock Lock_O#6 is accuqired and released equivalent times
end, , 70323523
begin, , 1420232606
acquire, 1627396964, 1420232606
acquire, 1627396964, 1420232606
acquire, 1627396964, 1420232606
acquire, 1627396964, 1420232606
acquire, 1627396964, 1420232606
Sum is :3
release, 1627396964, 1420232606
release, 1627396964, 1420232606
release, 1627396964, 1420232606
release, 1627396964, 1420232606
release, 1627396964, 1420232606
Thread Thread_O#6#2 SUCCEEDED:Lock Lock_O#6 is accuqired and released equivalent times
end, , 1420232606
begin, , 652433136
acquire, 1205445235, 652433136
acquire, 1205445235, 652433136
acquire, 1205445235, 652433136
acquire, 1205445235, 652433136
acquire, 1205445235, 652433136
Sum is :0
release, 1205445235, 652433136
release, 1205445235, 652433136
release, 1205445235, 652433136
release, 1205445235, 652433136
release, 1205445235, 652433136
Thread Thread_I#6#0 SUCCEEDED:Lock Lock_I#6#0 is accuqired and released equivalent times
end, , 652433136
begin, , 538592647
acquire, 1205445235, 538592647
acquire, 1205445235, 538592647
acquire, 1205445235, 538592647
acquire, 1205445235, 538592647
acquire, 1205445235, 538592647
Sum is :0
release, 1205445235, 538592647
release, 1205445235, 538592647
release, 1205445235, 538592647
release, 1205445235, 538592647
release, 1205445235, 538592647
Thread Thread_O#6#0 SUCCEEDED:Lock Lock_I#6#0 is accuqired and released equivalent times
end, , 538592647
begin, , 1267655902
acquire, 670663110, 1267655902
acquire, 670663110, 1267655902
acquire, 670663110, 1267655902
acquire, 670663110, 1267655902
acquire, 670663110, 1267655902
Sum is :1
release, 670663110, 1267655902
release, 670663110, 1267655902
release, 670663110, 1267655902
release, 670663110, 1267655902
release, 670663110, 1267655902
Thread Thread_I#6#1 SUCCEEDED:Lock Lock_I#6#1 is accuqired and released equivalent times
end, , 1267655902
begin, , 70323523
acquire, 670663110, 70323523
acquire, 670663110, 70323523
acquire, 670663110, 70323523
acquire, 670663110, 70323523
acquire, 670663110, 70323523
Sum is :1
release, 670663110, 70323523
release, 670663110, 70323523
release, 670663110, 70323523
release, 670663110, 70323523
release, 670663110, 70323523
Thread Thread_O#6#1 SUCCEEDED:Lock Lock_I#6#1 is accuqired and released equivalent times
end, , 70323523
begin, , 454104863
acquire, 290579508, 454104863
acquire, 290579508, 454104863
acquire, 290579508, 454104863
acquire, 290579508, 454104863
acquire, 290579508, 454104863
Sum is :3
release, 290579508, 454104863
release, 290579508, 454104863
release, 290579508, 454104863
release, 290579508, 454104863
release, 290579508, 454104863
Thread Thread_I#6#2 SUCCEEDED:Lock Lock_I#6#2 is accuqired and released equivalent times
end, , 454104863
begin, , 1420232606
acquire, 290579508, 1420232606
acquire, 290579508, 1420232606
acquire, 290579508, 1420232606
acquire, 290579508, 1420232606
acquire, 290579508, 1420232606
Sum is :3
release, 290579508, 1420232606
release, 290579508, 1420232606
release, 290579508, 1420232606
release, 290579508, 1420232606
release, 290579508, 1420232606
Thread Thread_O#6#2 SUCCEEDED:Lock Lock_I#6#2 is accuqired and released equivalent times
end, , 1420232606
begin, , 767904468
acquire, 1180244251, 767904468
acquire, 1180244251, 767904468
acquire, 1180244251, 767904468
acquire, 1180244251, 767904468
acquire, 1180244251, 767904468
Sum is :6
release, 1180244251, 767904468
release, 1180244251, 767904468
release, 1180244251, 767904468
release, 1180244251, 767904468
release, 1180244251, 767904468
Thread Thread_I#6#3 SUCCEEDED:Lock Lock_I#6#3 is accuqired and released equivalent times
end, , 767904468
begin, , 538592647
acquire, 1180244251, 538592647
acquire, 1180244251, 538592647
acquire, 1180244251, 538592647
acquire, 1180244251, 538592647
acquire, 1180244251, 538592647
Sum is :0
release, 1180244251, 538592647
release, 1180244251, 538592647
release, 1180244251, 538592647
release, 1180244251, 538592647
release, 1180244251, 538592647
Thread Thread_O#6#0 SUCCEEDED:Lock Lock_I#6#3 is accuqired and released equivalent times
end, , 538592647
begin, , 1432569632
acquire, 1259174396, 1432569632
acquire, 1259174396, 1432569632
acquire, 1259174396, 1432569632
acquire, 1259174396, 1432569632
acquire, 1259174396, 1432569632
Sum is :10
release, 1259174396, 1432569632
release, 1259174396, 1432569632
release, 1259174396, 1432569632
release, 1259174396, 1432569632
release, 1259174396, 1432569632
Thread Thread_I#6#4 SUCCEEDED:Lock Lock_I#6#4 is accuqired and released equivalent times
end, , 1432569632
begin, , 70323523
acquire, 1259174396, 70323523
acquire, 1259174396, 70323523
acquire, 1259174396, 70323523
acquire, 1259174396, 70323523
acquire, 1259174396, 70323523
Sum is :1
release, 1259174396, 70323523
release, 1259174396, 70323523
release, 1259174396, 70323523
release, 1259174396, 70323523
release, 1259174396, 70323523
Thread Thread_O#6#1 SUCCEEDED:Lock Lock_I#6#4 is accuqired and released equivalent times
end, , 70323523
begin, , 1276709283
acquire, 1116094714, 1276709283
acquire, 1116094714, 1276709283
acquire, 1116094714, 1276709283
acquire, 1116094714, 1276709283
acquire, 1116094714, 1276709283
Sum is :15
release, 1116094714, 1276709283
release, 1116094714, 1276709283
release, 1116094714, 1276709283
release, 1116094714, 1276709283
release, 1116094714, 1276709283
Thread Thread_I#6#5 SUCCEEDED:Lock Lock_I#6#5 is accuqired and released equivalent times
end, , 1276709283
begin, , 1420232606
acquire, 1116094714, 1420232606
acquire, 1116094714, 1420232606
acquire, 1116094714, 1420232606
acquire, 1116094714, 1420232606
acquire, 1116094714, 1420232606
Sum is :3
release, 1116094714, 1420232606
release, 1116094714, 1420232606
release, 1116094714, 1420232606
release, 1116094714, 1420232606
release, 1116094714, 1420232606
Thread Thread_O#6#2 SUCCEEDED:Lock Lock_I#6#5 is accuqired and released equivalent times
end, , 1420232606
begin, , 227755469
acquire, 762384154, 227755469
acquire, 762384154, 227755469
acquire, 762384154, 227755469
acquire, 762384154, 227755469
acquire, 762384154, 227755469
Sum is :21
release, 762384154, 227755469
release, 762384154, 227755469
release, 762384154, 227755469
release, 762384154, 227755469
release, 762384154, 227755469
Thread Thread_I#6#6 SUCCEEDED:Lock Lock_I#6#6 is accuqired and released equivalent times
end, , 227755469
begin, , 538592647
acquire, 762384154, 538592647
acquire, 762384154, 538592647
acquire, 762384154, 538592647
acquire, 762384154, 538592647
acquire, 762384154, 538592647
Sum is :0
release, 762384154, 538592647
release, 762384154, 538592647
release, 762384154, 538592647
release, 762384154, 538592647
release, 762384154, 538592647
Thread Thread_O#6#0 SUCCEEDED:Lock Lock_I#6#6 is accuqired and released equivalent times
end, , 538592647
begin, , 690052870
acquire, 1498438472, 690052870
acquire, 1498438472, 690052870
acquire, 1498438472, 690052870
acquire, 1498438472, 690052870
acquire, 1498438472, 690052870
Sum is :28
release, 1498438472, 690052870
release, 1498438472, 690052870
release, 1498438472, 690052870
release, 1498438472, 690052870
release, 1498438472, 690052870
Thread Thread_I#6#7 SUCCEEDED:Lock Lock_I#6#7 is accuqired and released equivalent times
end, , 690052870
begin, , 70323523
acquire, 1498438472, 70323523
acquire, 1498438472, 70323523
acquire, 1498438472, 70323523
acquire, 1498438472, 70323523
acquire, 1498438472, 70323523
Sum is :1
release, 1498438472, 70323523
release, 1498438472, 70323523
release, 1498438472, 70323523
release, 1498438472, 70323523
release, 1498438472, 70323523
Thread Thread_O#6#1 SUCCEEDED:Lock Lock_I#6#7 is accuqired and released equivalent times
end, , 70323523
begin, , 1325056130
acquire, 1809194904, 1325056130
